,Date,Open,High,Low,Close,Adj Close,Volume,Ticker,pct_change,cumulative return,moving_avg_7D,moving_avg_30D
5036,2020-01-10,54.54999923706055,54.650001525878906,54.220001220703125,54.45000076293945,50.50656509399414,9734800,ORCL,0.12872323179349277,1.0092678404620796,54.12428610665457,
4030,2020-01-10,32.11933135986328,32.3293342590332,31.57999992370605,31.87666702270508,31.87666702270508,194392500,TSLA,-0.6627297633174156,1.1113048042723441,30.909523827689036,
6043,2020-01-13,219.6000061035156,221.97000122070312,219.2100067138672,221.91000366210935,221.0655517578125,14463400, META,1.765571928194265,1.0578225043064,215.4028581891741,
7,2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.82178497314453,121532000,AAPL,2.136437073337283,1.0553020975995515,76.27607073102679,
3025,2020-01-13,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140624,94.56500244140624,55616000,AMZN,0.432257824569926,0.9964647709529488,94.65849958147321,
2019,2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,71.7414321899414,30730000,GOOGL,0.7746962251965694,1.052130592709008,70.34471457345145,
1013,2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,156.17495727539062,21626500,MSFT,1.202431192165987,1.0165608500994452,160.28999764578683,
5037,2020-01-13,54.459999084472656,54.790000915527344,54.36000061035156,54.58000183105469,50.62714767456055,10858900,ORCL,0.23875310614085432,1.0116774987804635,54.21428625924246,
4031,2020-01-13,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,TSLA,9.76889588509331,1.2198670135677494,31.81047603062221,
6044,2020-01-14,221.6100006103516,222.3800048828125,218.6300048828125,219.05999755859372,218.22637939453125,13288900, META,-1.2843071770009873,1.0442368139636613,216.8871438162667,
8,2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.78443145751953,161954400,AAPL,-1.3503277683875936,1.041052060335288,76.82071358816964,
3026,2020-01-14,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,93.47200012207033,68818000,AMZN,-1.155821171805238,0.9849474201606941,94.61900002615792,
2020,2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,71.27113342285156,26076000,GOOGL,-0.6555420407420187,1.0452334343502925,70.83807264055524,
1014,2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,155.07501220703125,23477400,MSFT,-0.7043078791535318,1.0094011319358047,160.7914276123047,
5038,2020-01-14,54.52000045776367,55.18000030517578,54.5,54.880001068115234,50.905418395996094,12627200,ORCL,0.5496504708613958,1.017238188916109,54.37428665161133,
4032,2020-01-14,36.28400039672852,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,TSLA,2.4882822120200876,1.2502207474766565,32.7143805367606,
6045,2020-01-15,220.6100006103516,221.67999267578125,220.13999938964844,221.1499938964844,220.30844116210935,10036500, META,0.9540748476141392,1.0541996147552157,218.1085706438337,
9,2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.45967864990234,121923600,AAPL,-0.42855199222167073,1.0365906109906564,77.23285675048828,
3027,2020-01-15,93.6125030517578,93.94300079345705,92.75450134277344,93.10099792480467,93.10099792480467,57932000,AMZN,-0.3969126548925228,0.9810380392060389,94.32714298793248,
2021,2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.70008850097656,21550000,GOOGL,0.6018442720213235,1.0515241119041814,71.1337149483817,
1015,2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,156.07928466796875,21417900,MSFT,0.6476208976417874,1.015938224607254,161.38428388323103,
5039,2020-01-15,54.880001068115234,55.18000030517578,54.68000030517578,54.7599983215332,50.79411697387695,9090800,ORCL,-0.2186638925773532,1.0150138562954418,54.47714342389788,
4033,2020-01-15,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,TSLA,-3.6102013513057862,1.205085261156949,33.352094650268555,
6046,2020-01-16,222.57000732421875,222.6300048828125,220.38999938964844,221.7700042724609,220.9260711669922,10015300, META,0.28035740135119447,1.0571551414001978,219.35285731724326,
10,2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.40491485595703,108829200,AAPL,1.2526478905240834,1.0495754414126015,77.8346415928432,
3028,2020-01-16,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,93.89700317382812,53190000,AMZN,0.854991102959346,0.9894258271578974,94.12057168143136,
2022,2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,72.24610900878906,26080000,GOOGL,0.7615399629832265,1.0595318882367362,71.5269295828683,
1016,2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,158.93917846679688,23865400,MSFT,1.8323358422406733,1.0345536248317562,162.6114262172154,
5040,2020-01-16,54.97999954223633,55.45000076293945,54.93000030517578,55.43000030517578,51.41558837890625,9866000,ORCL,1.2235244780478993,1.0274327992827945,54.65857206072126,
4034,2020-01-16,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,34.232666015625,326050500,TSLA,-0.9662477636014799,1.1934411517715289,33.77523749215262,
6047,2020-01-17,222.02999877929688,222.2899932861328,220.52999877929688,222.13999938964844,221.29466247558597,15905900, META,0.1668373134596557,1.0589188706372106,220.34142848423545,
11,2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.25080108642578,137816400,AAPL,1.1070996257037002,1.0611952871959585,78.38964189801898,
3029,2020-01-17,94.29450225830078,94.33200073242188,92.8625030517578,93.23600006103516,93.23600006103516,79946000,AMZN,-0.703966144232826,0.9824606043124102,93.9259283883231,
2023,2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.70879364013672,52424000,GOOGL,2.024596767871789,1.080983136600548,72.05892944335938,
1017,2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,159.8287353515625,34371700,MSFT,0.5596725912127454,1.0403437379113376,163.61285618373327,
5041,2020-01-17,55.630001068115234,55.68999862670898,54.84999847412109,55.130001068115234,51.13732147216797,11166600,ORCL,-0.5412217849699918,1.021872109147149,54.8014292035784,
4035,2020-01-17,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,34.03333282470703,204436500,TSLA,-0.5822894156913949,1.1864918702622578,33.950094495500835,
6048,2020-01-21,222.16000366210935,222.3699951171875,219.1199951171875,221.44000244140625,220.59735107421875,14275800, META,-0.3151152202059526,1.0555820561061997,220.78999982561382,
12,2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.7272720336914,110843200,AAPL,-0.6776907061324833,1.0540036653607154,78.6374991280692,
3030,2020-01-21,93.25,94.7135009765625,93.0,94.5999984741211,94.5999984741211,74156000,AMZN,1.462952520692684,0.9968335364880111,93.86128561837333,
2024,2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,73.84481048583984,48930000,GOOGL,0.18452623929707812,1.0829778341299525,72.50507245744977,
1018,2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,159.25482177734375,29517200,MSFT,-0.35907006678619346,1.0366081749568132,164.24285670689173,
5042,2020-01-21,54.97999954223633,55.36000061035156,54.91999816894531,55.220001220703125,51.220802307128906,8773000,ORCL,0.1632507724363963,1.0235403232586437,54.92142922537668,
4036,2020-01-21,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,36.47999954223633,267052500,TSLA,7.1890306192789355,1.2717891341106669,34.57733263288225,
6049,2020-01-22,222.30999755859372,222.75,221.27999877929688,221.32000732421875,220.4777984619141,12212800, META,-0.054188545820332834,1.0550100515400553,221.25571550641737,
13,2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.00115966796875,101832400,AAPL,0.3569526034268966,1.0577659588844355,78.90071432931083,
3031,2020-01-22,94.80449676513672,95.125,94.16699981689452,94.3730010986328,94.3730010986328,64326000,AMZN,-0.23995494624705627,0.9944415851113587,93.89200047084262,
2025,2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,73.92550659179688,28458000,GOOGL,0.10928473470555033,1.0841613635829013,72.89728655133929,
1019,2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,158.4896240234375,24138800,MSFT,-0.480482313368058,1.0316274560172185,164.86571393694197,
5043,2020-01-22,55.40999984741211,55.650001525878906,54.59999847412109,54.720001220703125,50.75701141357422,6380500,ORCL,-0.9054690129426168,1.0142724827965641,54.960000719342915,
4037,2020-01-22,38.1259994506836,39.633331298828125,37.27333450317383,37.97066879272461,37.97066879272461,470535000,TSLA,4.086264444061727,1.3237578013012714,35.44790431431362,
6050,2020-01-23,220.75,221.4900054931641,219.2700042724609,219.75999450683597,218.92372131347656,11195000, META,-0.7048675066676058,1.0475736284946724,220.94857134137834,
14,2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.3719711303711,104472000,AAPL,0.48158599953085357,1.0628600116502263,78.9817864554269,
3032,2020-01-23,94.25550079345705,94.4990005493164,93.63800048828124,94.22899627685548,94.22899627685548,49692000,AMZN,-0.15259112256779117,0.9929241555333563,93.84399959019252,
2026,2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,73.96635437011719,26650000,GOOGL,0.05526140164879845,1.0847604863485518,73.2162857055664,
1020,2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,159.46524047851562,19680800,MSFT,0.615572897553851,1.0379778750401847,165.35714285714286,
5044,2020-01-23,54.40999984741211,55.0,54.27999877929688,54.97999954223633,50.9981803894043,6583200,ORCL,0.47514312085730204,1.0190917287253205,55.01714324951172,
4038,2020-01-23,37.61666870117188,38.79999923706055,37.040000915527344,38.14666748046875,38.14666748046875,294765000,TSLA,0.4635122144013071,1.3298935803993928,35.89876174926758,
6051,2020-01-24,220.8000030517578,221.77999877929688,216.1100006103516,217.94000244140625,217.11065673828125,11905800, META,-0.8281726023491975,1.0388979107140441,220.78857203892298,
15,2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.14900970458984,146537600,AAPL,-0.2881976618964499,1.059796873947418,79.18285805838448,
3033,2020-01-24,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,93.08200073242188,75324000,AMZN,-1.2172426638861866,0.9808378590921727,93.78828539167132,
2027,2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,73.04370880126953,29786000,GOOGL,-1.2473915896133891,1.0712292752743908,73.47042846679688,
1021,2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,157.85833740234375,24918100,MSFT,-1.0076822950272901,1.0275183557671042,165.7728554861886,
5045,2020-01-24,55.060001373291016,55.20000076293945,53.880001068115234,54.06999969482422,50.15408706665039,6426000,ORCL,-1.6551470625477793,1.002224261912656,54.901428767613005,
4039,2020-01-24,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,37.654666900634766,215304000,TSLA,-1.2897603180825445,1.3127411407266742,36.15495245797293,
6052,2020-01-27,213.1000061035156,216.05999755859372,212.5,214.8699951171875,214.0523376464844,13810700, META,-1.4086479259557416,1.0242634968419733,219.8914293561663,
16,2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.88040161132812,161940000,AAPL,-2.9405250929448234,1.0286332809347494,79.09750148228237,
3034,2020-01-27,91.0,92.0500030517578,90.76699829101562,91.41699981689452,91.41699981689452,70570000,AMZN,-1.788746376771222,0.9632931574256611,93.54771423339842,
2028,2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,71.32793426513672,34132000,GOOGL,-2.348977363412208,1.0460663420879506,73.41707175118583,
1022,2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,155.21847534179688,32078100,MSFT,-1.6723186010138114,1.0103349751747797,165.64428492954798,
5046,2020-01-27,53.18000030517578,53.52000045776367,52.630001068115234,52.68999862670898,48.8740234375,8259100,ORCL,-2.552249076944868,0.9766450024390727,54.60571452549526,
4040,2020-01-27,36.13266754150391,37.62933349609375,35.95199966430664,37.20133209228516,37.20133209228516,204121500,TSLA,-1.2039272835579373,1.2969366919709762,36.53133337838309,
6053,2020-01-28,216.13999938964844,218.7400054931641,213.5200042724609,217.7899932861328,216.9612274169922,13413800, META,1.3589604110861409,1.0381828322692623,219.32285635811942,
17,2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.99874114990234,162234000,AAPL,2.828933448469395,1.0577326318812006,79.18500191824776,
3035,2020-01-28,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,92.6624984741211,56160000,AMZN,1.362436592451366,0.9764174158950085,93.37135641915458,
2029,2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,72.26304626464844,29724000,GOOGL,1.311000570607268,1.0597802778016543,73.41950007847377,
1023,2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,158.26011657714844,24899900,MSFT,1.9595809455823066,1.0301333068348586,165.54285757882255,
5047,2020-01-28,52.86000061035156,53.68000030517578,52.65999984741211,53.459999084472656,49.5882682800293,8620300,ORCL,1.461378777439104,0.9909174852356369,54.32428577968052,
4041,2020-01-28,37.89933395385742,38.45399856567383,37.2053337097168,37.79333114624024,37.79333114624024,176827500,TSLA,1.5913383222044608,1.317575342565041,37.03999982561384,
6054,2020-01-29,221.44000244140625,224.1999969482422,218.4499969482422,223.22999572753903,222.3805084228516,33181300, META,2.497820197945977,1.0641147727452915,219.47857012067522,
18,2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.6104965209961,216229200,AAPL,2.093233606780198,1.0798734468016187,79.38535853794643,
3036,2020-01-29,93.1999969482422,93.7375030517578,92.7509994506836,92.9000015258789,92.9000015258789,41760000,AMZN,0.2563097862336772,0.9789200692864375,93.32335662841797,
2030,2020-01-29,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,72.5719223022461,21566000,GOOGL,0.42743543891292646,1.0643101542835884,73.25650024414062,
1024,2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,160.7278289794922,34754500,MSFT,1.559281075533403,1.046195980541101,165.67714146205358,
5048,2020-01-29,53.77999877929688,53.93999862670898,53.18000030517578,53.20000076293945,49.34708786010742,6332500,ORCL,-0.4863417994496744,0.9860982393068805,54.0485714503697,
4042,2020-01-29,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,38.732666015625,267022500,TSLA,2.4854513769903663,1.3503230370597095,37.71133313860212,
6055,2020-01-30,206.52999877929688,211.42999267578125,204.75,209.52999877929688,208.73265075683597,48775500, META,-6.137166693746455,0.9988082753291317,217.77714102608817,
19,2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.4965591430664,126743200,AAPL,-0.14491004070108504,1.0783086017503383,79.64607238769531,
3037,2020-01-30,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000,AMZN,0.6824489189870775,0.9856006987170303,93.1710706438337,
2031,2020-01-30,71.90499877929688,72.76249694824219,71.75,72.7125015258789,72.44986724853516,27110000,GOOGL,-0.16818502112107003,1.062520144025813,73.05650002615792,
1025,2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,165.2615509033203,51597500,MSFT,2.8207603442907514,1.075706661883768,166.57428414481026,
5049,2020-01-30,52.81999969482422,53.33000183105469,52.27999877929688,53.310001373291016,49.44912338256836,7176200,ORCL,0.20676806160535577,0.9881371755218198,53.77571432931082,
4043,2020-01-30,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,42.72066879272461,435085500,TSLA,10.296225866535558,1.48935534688324,38.602857317243306,
6056,2020-01-31,208.42999267578125,208.69000244140625,201.05999755859372,201.91000366210935,201.1416473388672,31359900, META,-3.6367084243692727,0.9624845306369397,215.00428336007255,
20,2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.01614379882812,199588400,AAPL,-4.433873334381144,1.0304977641949917,79.35357230050224,
3038,2020-01-31,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,100.43599700927734,311346000,AMZN,7.379135586484753,1.058329510616701,94.03721291678292,
2032,2020-01-31,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,71.38024139404297,43822000,GOOGL,-1.4763645375781675,1.0468334734147913,72.69157191685268,
1026,2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,162.82254028320312,36142700,MSFT,-1.4758670388782091,1.0598306618260083,167.22142682756697,
5050,2020-01-31,53.34000015258789,53.4900016784668,52.290000915527344,52.45000076293945,48.65141677856445,8884700,ORCL,-1.6132068808807687,0.9721964786137609,53.4514285496303,
4044,2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.37133407592773,43.37133407592773,235789500,TSLA,1.5230690473505115,1.5120392571766783,39.374380929129465,
6057,2020-02-03,203.44000244140625,205.13999938964844,202.5,204.19000244140625,203.41297912597656,15495600, META,1.1292153622622925,0.9733530538162902,212.77999877929688,
21,2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.81010437011719,173788400,AAPL,-0.27462960056099384,1.027667712301393,78.976072038923,
3039,2020-02-03,100.52999877929688,102.4250030517578,100.0124969482422,100.20999908447266,100.20999908447266,117834000,AMZN,-0.22501685803328897,1.0559480908042722,94.89164188929966,
2033,2020-02-03,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,73.86223602294922,71636000,GOOGL,3.4771525517879986,1.0832334702486048,72.67664337158203,
1027,2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,166.7919464111328,30107000,MSFT,2.43788360420083,1.0856680997629578,168.31571306501115,
5051,2020-02-03,52.72999954223633,53.40999984741211,52.68999862670898,53.09000015258789,49.24506378173828,8892500,ORCL,1.220208542114376,0.9840593030919411,53.181428636823384,
4045,2020-02-03,44.91266632080078,52.40933227539063,44.90133285522461,52.0,52.0,705975000,TSLA,19.894859376394926,1.8128573411078648,41.353428431919646,
6058,2020-02-04,206.6199951171875,210.6000061035156,205.1999969482422,209.8300018310547,209.03152465820312,19628900, META,2.762132975274767,1.000238359481594,211.62142726353235,
22,2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.27986907958984,136616400,AAPL,3.301367951955725,1.061594804807908,78.99535805838448,
3040,2020-02-04,101.49400329589844,102.98999786376952,100.76850128173828,102.4834976196289,102.4834976196289,105786000,AMZN,2.2687342140775613,1.0799047464232476,96.23471287318638,
2034,2020-02-04,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,72.00946044921875,95880000,GOOGL,-2.5084272753386094,1.0560613464252917,72.52835736955915,
1028,2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,172.2821502685547,36433300,MSFT,3.291656195463699,1.1214045610309782,170.4699990408761,
5052,2020-02-04,53.75,54.560001373291016,53.75,54.040000915527344,50.12626266479492,9769800,ORCL,1.7894156342230572,1.0016682141114948,53.17714309692383,
4046,2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,59.137332916259766,914082000,TSLA,13.725640223576473,2.061683617515025,44.42238071986607,
6059,2020-02-05,212.50999450683597,212.72999572753903,208.7100067138672,210.1100006103516,209.3104553222656,12538200, META,0.13344077436663326,1.0015730852939984,210.9414280482701,
23,2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.91004180908203,118826800,AAPL,0.8154323518098083,1.0702513922914438,79.44178662981305,
3041,2020-02-05,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,101.99349975585938,87524000,AMZN,-0.47812367371395936,1.0747414661770374,97.74564143589565,
2035,2020-02-05,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,72.04133605957031,36376000,GOOGL,0.04427488474965102,1.056528916369307,72.63064248221261,
1029,2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,172.07171630859375,39186300,MSFT,-0.1221414760532169,1.1200348609476067,172.98714120047433,
5053,2020-02-05,54.66999816894531,55.02999877929688,54.58000183105469,54.7400016784668,50.77556228637695,9612900,ORCL,1.295338177424643,1.0146432049000087,53.47000067574637,
4047,2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,48.97999954223633,726357000,TSLA,-17.17583947927872,1.7075721488000573,46.10504749843052,
